date,sn,temp,hum,dir,speed,yl,sw
2021/2/26 0:00,226,9,99,1,2,0,83.53
2021/2/26 1:00,226.01,9,98,1,1,0,83.53
2021/2/26 2:00,226.02,9,98,1,2,0,83.52
2021/2/26 3:00,226.03,10,93,1,1,0,83.52
2021/2/26 4:00,226.04,9,100,1,2,0,83.52
2021/2/26 5:00,226.05,9,100,1,3,0,83.52
2021/2/26 6:00,226.06,8,100,1,2,0,83.52
2021/2/26 7:00,226.07,8,100,1,2,0,83.51
2021/2/26 8:00,226.08,8,100,1,2,0,83.5
2021/2/26 9:00,226.09,8,100,1,2,0,83.51
2021/2/26 10:00,226.1,9,100,1,3,0,83.51
2021/2/26 11:00,226.11,9,100,1,2,0,83.51
2021/2/26 12:00,226.12,9,100,1,2,0,83.51
2021/2/26 13:00,226.13,9,100,1,3,0,83.51
2021/2/26 14:00,226.14,9,100,1,2,0.5,83.51
2021/2/26 15:00,226.15,8,100,1,2,1.5,83.51
2021/2/26 16:00,226.16,8,100,1,2,1,83.61
2021/2/26 17:00,226.17,8,100,1,2,2.5,83.65
2021/2/26 18:00,226.18,8,100,1,2,3,83.67
2021/2/26 19:00,226.19,8,100,1,2,7.5,83.69
2021/2/26 20:00,226.2,8,100,1,2,10.5,83.75
2021/2/26 21:00,226.21,8,100,1,1,7.5,83.84
2021/2/26 22:00,226.22,8,100,1,2,4,84.05
2021/2/26 23:00,226.23,9,100,1,2,3,84.12
2021/2/27 0:00,227,8,100,1,2,3,84.13
2021/2/27 1:00,227.01,8,100,1,2,1,84.15
2021/2/27 2:00,227.02,8,100,1,2,1,84.14
2021/2/27 3:00,227.03,8,100,1,2,1.5,84.11
2021/2/27 4:00,227.04,8,100,1,2,1.5,84.09
2021/2/27 5:00,227.05,8,100,1,2,1,84.08
2021/2/27 6:00,227.06,8,100,1,2,0.5,84.07
2021/2/27 7:00,227.07,8,100,1,2,0.5,84.06
2021/2/27 8:00,227.08,8,100,1,2,2,84.05
2021/2/27 9:00,227.09,8,98,1,2,2,84.05
2021/2/27 10:00,227.1,9,100,1,1,0,84.05
2021/2/27 11:00,227.11,9,100,1,2,0,84.04
2021/2/27 12:00,227.12,9,99,1,2,1,84.06
2021/2/27 13:00,227.13,9,97,1,2,1.5,84.08
2021/2/27 14:00,227.14,10,93,1,2,0,84.08
2021/2/27 15:00,227.15,10,91,1,2,0,84.08
2021/2/27 16:00,227.16,10,90,1,1,0,84.07
2021/2/27 17:00,227.17,10,91,1,1,0,84.06
2021/2/27 18:00,227.18,10,92,1,1,0,84.04
2021/2/27 19:00,227.19,10,93,1,1,0,84.03
2021/2/27 20:00,227.2,10,94,1,1,0,84.02
2021/2/27 21:00,227.21,10,97,1,2,0,84
2021/2/27 22:00,227.22,10,99,1,1,0,83.99
2021/2/27 23:00,227.23,8,100,1,2,0,83.97
2021/2/28 0:00,228,9,100,7,2,0,83.96
2021/2/28 1:00,228.01,9,100,7,1,0,83.92
2021/2/28 2:00,228.02,9,100,7,1,0,83.89
2021/2/28 3:00,228.03,9,100,7,1,0,83.87
2021/2/28 4:00,228.04,9,100,7,1,0,83.86
2021/2/28 5:00,228.05,9,100,7,1,0,83.84
2021/2/28 6:00,228.06,10,100,7,1,0,83.84
2021/2/28 7:00,228.07,10,100,7,1,0,83.83
2021/2/28 8:00,228.08,10,100,7,2,0,83.82
2021/2/28 9:00,228.09,10,100,7,1,0,83.81
2021/2/28 10:00,228.1,11,100,7,1,0,83.8
2021/2/28 11:00,228.11,12,100,7,1,0,83.79
2021/2/28 12:00,228.12,13,88,7,2,0,83.85
2021/2/28 13:00,228.13,14,84,7,1,0,83.86
2021/2/28 14:00,228.14,14,78,7,2,0,83.86
2021/2/28 15:00,228.15,15,73,7,2,0,83.85
2021/2/28 16:00,228.16,15,75,7,2,0,83.85
2021/2/28 17:00,228.17,15,73,7,1,0,83.84
2021/2/28 18:00,228.18,14,80,7,1,0,83.84
2021/2/28 19:00,228.19,13,85,7,1,0,83.84
2021/2/28 20:00,228.2,13,90,7,2,0,83.83
2021/2/28 21:00,228.21,12,93,7,2,0,83.83
2021/2/28 22:00,228.22,12,94,7,1,0,83.83
2021/2/28 23:00,228.23,9,100,7,2,0,83.83
2021/3/1 0:00,301,12,98,2,1,0,83.81
2021/3/1 1:00,301.01,12,99,2,2,0,83.77
2021/3/1 2:00,301.02,12,100,2,2,0,83.74
2021/3/1 3:00,301.03,12,100,2,2,0,83.72
2021/3/1 4:00,301.04,12,100,2,2,0,83.71
2021/3/1 5:00,301.05,12,100,2,1,0,83.7
2021/3/1 6:00,301.06,12,100,2,2,0,83.7
2021/3/1 7:00,301.07,12,99,2,1,0,83.69
2021/3/1 8:00,301.08,12,100,2,2,0,83.69
2021/3/1 9:00,301.09,13,100,2,1,0,83.69
2021/3/1 10:00,301.1,13,100,2,1,0,83.68
2021/3/1 11:00,301.11,13,100,2,1,0,83.68
2021/3/1 12:00,301.12,13,100,2,1,0,83.69
2021/3/1 13:00,301.13,12,99,2,3,0,83.79
2021/3/1 14:00,301.14,12,100,2,2,0,83.79
2021/3/1 15:00,301.15,12,100,2,2,0,83.79
2021/3/1 16:00,301.16,12,100,2,1,0,83.79
2021/3/1 17:00,301.17,11,100,2,1,0,83.78
2021/3/1 18:00,301.18,11,98,2,2,0,83.78
2021/3/1 19:00,301.19,10,98,2,2,0,83.78
2021/3/1 20:00,301.2,9,92,2,3,0,83.78
2021/3/1 21:00,301.21,8,98,2,2,0,83.78
2021/3/1 22:00,301.22,8,97,2,3,0,83.78
2021/3/1 23:00,301.23,12,96,2,1,0,83.77
2021/3/2 0:00,302,7,95,1,2,0,83.77
2021/3/2 1:00,302.01,8,90,1,2,0,83.73
2021/3/2 2:00,302.02,7,94,1,1,0,83.69
2021/3/2 3:00,302.03,7,96,1,2,0,83.67
2021/3/2 4:00,302.04,6,95,1,2,0,83.65
2021/3/2 5:00,302.05,5,93,1,3,0,83.65
2021/3/2 6:00,302.06,5,93,1,3,0,83.64
2021/3/2 7:00,302.07,5,91,1,1,0,83.63
2021/3/2 8:00,302.08,6,87,1,2,0,83.63
2021/3/2 9:00,302.09,7,74,1,4,0,83.63
2021/3/2 10:00,302.1,7,70,1,3,0,83.63
2021/3/2 11:00,302.11,10,66,1,2,0,83.62
2021/3/2 12:00,302.12,10,53,1,3,0,83.62
2021/3/2 13:00,302.13,11,48,1,2,0,83.62
2021/3/2 14:00,302.14,11,42,1,3,1,83.68
2021/3/2 15:00,302.15,12,38,1,3,0,83.71
2021/3/2 16:00,302.16,11,29,1,4,0,83.71
2021/3/2 17:00,302.17,11,32,1,3,0,83.71
2021/3/2 18:00,302.18,9,38,1,4,0,83.71
2021/3/2 19:00,302.19,8,50,1,3,0,83.71
2021/3/2 20:00,302.2,7,58,1,2,0,83.7
2021/3/2 21:00,302.21,7,60,1,2,0,83.71
2021/3/2 22:00,302.22,7,62,1,1,0,83.7
2021/3/2 23:00,302.23,7,95,1,2,0.5,83.7
2021/3/3 0:00,303,6,77,7,2,1.5,83.7
2021/3/3 1:00,303.01,6,79,7,1,0.5,83.7
2021/3/3 2:00,303.02,6,80,7,1,0.5,83.68
2021/3/3 3:00,303.03,5,81,7,1,1,83.65
2021/3/3 4:00,303.04,5,87,7,2,0,83.63
2021/3/3 5:00,303.05,5,86,7,1,0,83.61
2021/3/3 6:00,303.06,5,87,7,1,0,83.6
2021/3/3 7:00,303.07,6,85,7,1,0,83.6
2021/3/3 8:00,303.08,6,82,7,2,0,83.6
2021/3/3 9:00,303.09,8,68,7,2,0.5,83.59
2021/3/3 10:00,303.1,8,65,7,1,0,83.59
2021/3/3 11:00,303.11,8,60,7,1,0,83.58
2021/3/3 12:00,303.12,8,55,7,1,10.5,83.6
2021/3/3 13:00,303.13,9,52,7,1,3,83.62
2021/3/3 14:00,303.14,9,53,7,1,1,83.63
2021/3/3 15:00,303.15,9,54,7,1,10.5,83.71
2021/3/3 16:00,303.16,9,55,7,1,2.5,83.74
2021/3/3 17:00,303.17,9,60,7,1,0.5,83.79
2021/3/3 18:00,303.18,8,62,7,1,0,83.82
2021/3/3 19:00,303.19,8,73,7,2,0,83.86
2021/3/3 20:00,303.2,7,85,7,2,0,83.84
2021/3/3 21:00,303.21,6,92,7,2,0,83.81
2021/3/3 22:00,303.22,6,96,7,2,0,83.79
2021/3/3 23:00,303.23,6,72,7,1,0,83.77
2021/3/4 0:00,304,6,95,7,2,0,83.77
2021/3/4 1:00,304.01,6,96,7,2,0,83.79
2021/3/4 2:00,304.02,6,98,7,2,0,83.77
2021/3/4 3:00,304.03,6,99,7,2,0,83.75
2021/3/4 4:00,304.04,6,98,7,2,0,83.74
2021/3/4 5:00,304.05,6,96,7,2,0,83.73
2021/3/4 6:00,304.06,6,96,7,2,0,83.72
2021/3/4 7:00,304.07,6,96,7,1,0,83.71
2021/3/4 8:00,304.08,7,95,7,1,0.5,83.71
2021/3/4 9:00,304.09,9,89,7,1,0.5,83.7
2021/3/4 10:00,304.1,13,75,7,1,1,83.7
2021/3/4 11:00,304.11,13,70,7,2,3.5,83.7
2021/3/4 12:00,304.12,14,63,7,1,0.5,83.71
2021/3/4 13:00,304.13,15,61,7,1,0,83.71
2021/3/4 14:00,304.14,17,55,7,2,0,83.77
2021/3/4 15:00,304.15,17,55,7,2,0,83.78
2021/3/4 16:00,304.16,17,54,7,2,0,83.78
2021/3/4 17:00,304.17,17,55,7,2,0,83.77
2021/3/4 18:00,304.18,15,60,7,2,0.5,83.77
2021/3/4 19:00,304.19,14,68,7,2,0,83.76
2021/3/4 20:00,304.2,13,74,7,1,0,83.75
2021/3/4 21:00,304.21,11,85,7,1,0,83.72
2021/3/4 22:00,304.22,9,93,7,1,0,83.71
2021/3/4 23:00,304.23,6,96,7,2,0,83.7
2021/3/5 0:00,305,8,98,3,2,0,83.74
2021/3/5 1:00,305.01,8,99,3,1,0,83.74
2021/3/5 2:00,305.02,7,100,3,1,0,83.71
2021/3/5 3:00,305.03,7,100,3,1,0,83.7
2021/3/5 4:00,305.04,6,100,3,2,0,83.68
2021/3/5 5:00,305.05,7,100,3,2,0,83.68
2021/3/5 6:00,305.06,6,100,3,1,0,83.67
2021/3/5 7:00,305.07,7,100,3,1,0.5,83.67
2021/3/5 8:00,305.08,7,100,3,1,0,83.66
2021/3/5 9:00,305.09,9,100,3,1,0,83.65
2021/3/5 10:00,305.1,10,92,3,1,0,83.65
2021/3/5 11:00,305.11,11,85,3,1,0,83.65
2021/3/5 12:00,305.12,12,85,3,1,0,83.65
2021/3/5 13:00,305.13,12,88,3,2,0,83.72
2021/3/5 14:00,305.14,11,90,3,2,0,83.71
2021/3/5 15:00,305.15,11,92,3,2,0,83.69
2021/3/5 16:00,305.16,11,94,3,1,0,83.67
2021/3/5 17:00,305.17,11,97,3,2,0,83.65
2021/3/5 18:00,305.18,10,97,3,2,10.5,83.67
2021/3/5 19:00,305.19,10,97,3,1,1,83.74
2021/3/5 20:00,305.2,10,97,3,2,1,83.76
2021/3/5 21:00,305.21,10,100,3,2,0,83.78
2021/3/5 22:00,305.22,10,100,3,1,0,83.82
2021/3/5 23:00,305.23,9,96,3,2,0,83.82
2021/3/6 0:00,306,10,100,6,2,0,83.83
2021/3/6 1:00,306.01,10,100,6,2,0,83.82
2021/3/6 2:00,306.02,10,100,6,2,3,83.79
2021/3/6 3:00,306.03,10,100,6,3,2,83.79
2021/3/6 4:00,306.04,9,100,6,2,0,83.78
2021/3/6 5:00,306.05,9,100,6,3,0,83.77
2021/3/6 6:00,306.06,9,100,6,3,0,83.77
2021/3/6 7:00,306.07,9,100,6,3,0.5,83.76
2021/3/6 8:00,306.08,9,100,6,3,0,83.76
2021/3/6 9:00,306.09,9,100,6,4,0,83.76
2021/3/6 10:00,306.1,9,100,6,3,0,83.76
2021/3/6 11:00,306.11,9,100,6,4,0,83.75
2021/3/6 12:00,306.12,9,97,6,2,0,83.74
2021/3/6 13:00,306.13,9,90,6,3,0,83.76
2021/3/6 14:00,306.14,10,87,6,2,0,83.79
2021/3/6 15:00,306.15,10,83,6,3,0,83.79
2021/3/6 16:00,306.16,10,88,6,2,0,83.79
2021/3/6 17:00,306.17,9,94,6,2,0,83.79
2021/3/6 18:00,306.18,9,98,6,2,0,83.78
2021/3/6 19:00,306.19,8,98,6,3,0,83.77
2021/3/6 20:00,306.2,8,97,6,3,0,83.77
2021/3/6 21:00,306.21,8,97,6,3,0,83.77
2021/3/6 22:00,306.22,7,96,6,3,0,83.77
2021/3/6 23:00,306.23,10,100,6,2,0,83.77
2021/3/7 0:00,307,7,98,1,3,0,83.76
2021/3/7 1:00,307.01,6,97,1,2,0,83.76
2021/3/7 2:00,307.02,6,97,1,2,0,83.74
2021/3/7 3:00,307.03,6,95,1,2,0,83.71
2021/3/7 4:00,307.04,6,96,1,2,0,83.7
2021/3/7 5:00,307.05,6,98,1,2,0,83.7
2021/3/7 6:00,307.06,6,99,1,2,0,83.69
2021/3/7 7:00,307.07,6,100,1,2,0,83.68
2021/3/7 8:00,307.08,6,100,1,3,0,83.68
2021/3/7 9:00,307.09,6,100,1,2,0,83.68
2021/3/7 10:00,307.1,6,100,1,2,0,83.67
2021/3/7 11:00,307.11,6,100,1,1,0,83.67
2021/3/7 12:00,307.12,6,100,1,1,0,83.66
2021/3/7 13:00,307.13,7,100,1,1,0,83.66
2021/3/7 14:00,307.14,7,100,1,1,0,83.72
2021/3/7 15:00,307.15,7,100,1,1,0,83.72
2021/3/7 16:00,307.16,7,100,1,2,0,83.72
2021/3/7 17:00,307.17,6,100,1,2,0,83.72
2021/3/7 18:00,307.18,6,100,1,2,0,83.72
2021/3/7 19:00,307.19,6,100,1,2,0,83.72
2021/3/7 20:00,307.2,6,100,1,2,0,83.71
2021/3/7 21:00,307.21,6,100,1,1,0,83.71
2021/3/7 22:00,307.22,6,100,1,1,0,83.71
2021/3/7 23:00,307.23,7,99,1,3,0,83.71
2021/3/8 0:00,308,7,99,3,1,0,83.71
2021/3/8 1:00,308.01,7,99,3,1,0,83.71
2021/3/8 2:00,308.02,7,99,3,1,0,83.68
2021/3/8 3:00,308.03,7,99,3,1,0,83.65
2021/3/8 4:00,308.04,7,100,3,1,0,83.64
2021/3/8 5:00,308.05,7,100,3,1,0,83.63
2021/3/8 6:00,308.06,7,100,3,1,0,83.63
2021/3/8 7:00,308.07,7,100,3,1,0,83.62
2021/3/8 8:00,308.08,7,100,3,2,0,83.61
2021/3/8 9:00,308.09,7,100,3,1,0,83.61
2021/3/8 10:00,308.1,8,100,3,1,0,83.61
2021/3/8 11:00,308.11,8,100,3,1,0,83.6
2021/3/8 12:00,308.12,9,98,3,1,0,83.6
2021/3/8 13:00,308.13,9,95,3,2,0,83.6
2021/3/8 14:00,308.14,9,95,3,2,0,83.6
2021/3/8 15:00,308.15,9,98,3,1,0,83.69
2021/3/8 16:00,308.16,9,99,3,1,0,83.69
2021/3/8 17:00,308.17,9,100,3,2,0,83.7
2021/3/8 18:00,308.18,9,100,3,2,0,83.7
2021/3/8 19:00,308.19,9,100,3,2,0,83.7
2021/3/8 20:00,308.2,9,100,3,2,0,83.7
2021/3/8 21:00,308.21,9,100,3,2,0,83.69
2021/3/8 22:00,308.22,8,100,3,2,0,83.68
2021/3/8 23:00,308.23,6,100,3,1,0,83.69
2021/3/9 0:00,309,8,100,6,2,0,83.69
2021/3/9 1:00,309.01,8,100,6,2,0,83.68
2021/3/9 2:00,309.02,8,100,6,2,0,83.66
2021/3/9 3:00,309.03,8,100,6,2,0,83.63
2021/3/9 4:00,309.04,8,100,6,2,0,83.61
2021/3/9 5:00,309.05,8,100,6,2,0,83.6
2021/3/9 6:00,309.06,7,100,6,2,0,83.6
2021/3/9 7:00,309.07,7,100,6,2,0,83.59
2021/3/9 8:00,309.08,8,100,6,1,0,83.58
2021/3/9 9:00,309.09,8,100,6,1,0,83.58
2021/3/9 10:00,309.1,9,100,6,1,0,83.59
2021/3/9 11:00,309.11,9,94,6,1,0,83.6
2021/3/9 12:00,309.12,11,88,6,1,0,83.58
2021/3/9 13:00,309.13,11,84,6,2,0,83.63
2021/3/9 14:00,309.14,13,78,6,2,0,83.68
2021/3/9 15:00,309.15,12,80,6,2,0,83.68
2021/3/9 16:00,309.16,12,83,6,2,0,83.68
2021/3/9 17:00,309.17,11,88,6,3,0,83.68
2021/3/9 18:00,309.18,10,91,6,2,0,83.68
2021/3/9 19:00,309.19,10,93,6,2,0,83.68
2021/3/9 20:00,309.2,10,94,6,3,0,83.68
2021/3/9 21:00,309.21,10,93,6,3,0,83.68
2021/3/9 22:00,309.22,10,93,6,3,0,83.68
2021/3/9 23:00,309.23,8,100,6,2,0,83.67
2021/3/10 0:00,310,9,93,1,2,0,83.67
2021/3/10 1:00,310.01,9,94,1,2,0,83.67
2021/3/10 2:00,310.02,9,93,1,2,0,83.63
2021/3/10 3:00,310.03,9,94,1,1,0,83.6
2021/3/10 4:00,310.04,9,94,1,1,1,83.58
2021/3/10 5:00,310.05,9,95,1,2,3.5,83.57
2021/3/10 6:00,310.06,9,96,1,2,0.5,83.57
2021/3/10 7:00,310.07,9,96,1,2,1,83.57
2021/3/10 8:00,310.08,9,95,1,1,0.5,83.57
2021/3/10 9:00,310.09,10,90,1,2,0,83.57
2021/3/10 10:00,310.1,12,83,1,1,0,83.57
2021/3/10 11:00,310.11,13,76,1,2,0,83.57
2021/3/10 12:00,310.12,13,72,1,2,0,83.57
2021/3/10 13:00,310.13,14,69,1,2,0,83.57
2021/3/10 14:00,310.14,14,69,1,2,0,83.67
2021/3/10 15:00,310.15,14,65,1,2,0,83.69
2021/3/10 16:00,310.16,14,64,1,2,2.5,83.7
2021/3/10 17:00,310.17,14,67,1,2,16,83.74
2021/3/10 18:00,310.18,13,68,1,2,0.5,83.77
2021/3/10 19:00,310.19,13,71,1,2,0,83.87
2021/3/10 20:00,310.2,13,71,1,2,0,83.88
2021/3/10 21:00,310.21,12,61,1,2,0,83.86
2021/3/10 22:00,310.22,12,52,1,2,0,83.84
2021/3/10 23:00,310.23,9,94,1,2,0,83.83
2021/3/11 0:00,311,10,85,4,1,0,83.82
2021/3/11 1:00,311.01,9,97,4,1,0,83.8
2021/3/11 2:00,311.02,9,99,4,1,0,83.77
2021/3/11 3:00,311.03,9,100,4,1,0,83.76
2021/3/11 4:00,311.04,9,100,4,1,0,83.74
2021/3/11 5:00,311.05,8,100,4,1,0,83.73
2021/3/11 6:00,311.06,9,100,4,1,0,83.72
2021/3/11 7:00,311.07,9,100,4,1,0,83.71
2021/3/11 8:00,311.08,9,100,4,1,0,83.7
2021/3/11 9:00,311.09,9,100,4,1,0,83.7
2021/3/11 10:00,311.1,10,100,4,1,0,83.7
2021/3/11 11:00,311.11,11,98,4,2,0,83.68
2021/3/11 12:00,311.12,11,98,4,1,0.5,83.68
2021/3/11 13:00,311.13,13,97,4,2,0,83.68
2021/3/11 14:00,311.14,13,91,4,2,0,83.68
2021/3/11 15:00,311.15,13,91,4,2,0.5,83.73
2021/3/11 16:00,311.16,14,90,4,1,0,83.74
2021/3/11 17:00,311.17,13,90,4,1,0,83.73
2021/3/11 18:00,311.18,13,93,4,2,0.5,83.73
2021/3/11 19:00,311.19,13,96,4,2,7,83.74
2021/3/11 20:00,311.2,12,97,4,1,0.5,83.75
2021/3/11 21:00,311.21,12,97,4,1,0,83.77
2021/3/11 22:00,311.22,12,97,4,2,0,83.78
2021/3/11 23:00,311.23,11,67,4,2,0,83.79
2021/3/12 0:00,312,12,100,8,1,0,83.78
2021/3/12 1:00,312.01,12,98,8,1,0,83.77
2021/3/12 2:00,312.02,12,89,8,2,0,83.76
2021/3/12 3:00,312.03,12,83,8,3,0,83.76
2021/3/12 4:00,312.04,12,85,8,1,0,83.75
2021/3/12 5:00,312.05,12,89,8,1,0,83.74
2021/3/12 6:00,312.06,11,97,8,1,0,83.73
2021/3/12 7:00,312.07,11,98,8,2,0,83.72
2021/3/12 8:00,312.08,11,92,8,2,0,83.72
2021/3/12 9:00,312.09,11,86,8,1,0,83.71
2021/3/12 10:00,312.1,13,77,8,2,0,83.71
2021/3/12 11:00,312.11,14,71,8,2,0,83.7
2021/3/12 12:00,312.12,15,68,8,3,0,83.7
2021/3/12 13:00,312.13,17,64,8,2,0,83.7
2021/3/12 14:00,312.14,18,56,8,2,0,83.74
2021/3/12 15:00,312.15,17,57,8,3,0,83.75
2021/3/12 16:00,312.16,16,58,8,3,0,83.75
2021/3/12 17:00,312.17,14,63,8,3,0,83.75
2021/3/12 18:00,312.18,13,68,8,3,0,83.74
2021/3/12 19:00,312.19,12,72,8,3,0,83.74
2021/3/12 20:00,312.2,11,73,8,3,0,83.74
2021/3/12 21:00,312.21,11,78,8,2,0,83.71
2021/3/12 22:00,312.22,11,79,8,2,0,83.69
2021/3/12 23:00,312.23,12,99,8,1,0,83.71
2021/3/13 0:00,313,10,87,3,1,0,83.73
2021/3/13 1:00,313.01,10,87,3,1,0,83.73
2021/3/13 2:00,313.02,10,87,3,1,0,83.71
2021/3/13 3:00,313.03,10,89,3,1,0,83.68
2021/3/13 4:00,313.04,10,90,3,1,0,83.66
2021/3/13 5:00,313.05,10,87,3,1,0,83.65
2021/3/13 6:00,313.06,10,87,3,1,0,83.64
2021/3/13 7:00,313.07,10,89,3,1,0,83.63
2021/3/13 8:00,313.08,11,87,3,2,0,83.63
2021/3/13 9:00,313.09,11,84,3,1,0,83.62
2021/3/13 10:00,313.1,13,80,3,2,0,83.62
2021/3/13 11:00,313.11,13,66,3,1,0,83.61
2021/3/13 12:00,313.12,15,61,3,1,0,83.61
2021/3/13 13:00,313.13,16,53,3,2,0,83.68
2021/3/13 14:00,313.14,17,55,3,2,0,83.7
2021/3/13 15:00,313.15,17,56,3,2,0,83.7
2021/3/13 16:00,313.16,16,59,3,2,0,83.7
2021/3/13 17:00,313.17,15,62,3,2,0,83.7
2021/3/13 18:00,313.18,15,64,3,2,0,83.7
2021/3/13 19:00,313.19,14,67,3,2,0,83.7
2021/3/13 20:00,313.2,14,65,3,3,0,83.7
2021/3/13 21:00,313.21,13,69,3,3,0,83.7
2021/3/13 22:00,313.22,12,71,3,2,0,83.69
2021/3/13 23:00,313.23,10,84,3,1,0,83.69
2021/3/14 0:00,314,12,71,1,2,0,83.69
2021/3/14 1:00,314.01,11,72,1,2,0,83.69
2021/3/14 2:00,314.02,11,77,1,2,0,83.67
2021/3/14 3:00,314.03,11,83,1,1,0,83.64
2021/3/14 4:00,314.04,10,85,1,1,0,83.61
2021/3/14 5:00,314.05,9,90,1,1,0,83.6
2021/3/14 6:00,314.06,9,91,1,1,0,83.6
2021/3/14 7:00,314.07,9,91,1,1,0,83.59
2021/3/14 8:00,314.08,11,85,1,1,0,83.59
2021/3/14 9:00,314.09,13,76,1,1,0,83.58
2021/3/14 10:00,314.1,15,66,1,2,0,83.57
2021/3/14 11:00,314.11,18,54,1,2,0,83.57
2021/3/14 12:00,314.12,19,53,1,2,0,83.57
2021/3/14 13:00,314.13,19,54,1,2,0,83.67
2021/3/14 14:00,314.14,19,57,1,2,0,83.68
2021/3/14 15:00,314.15,20,54,1,2,0,83.68
2021/3/14 16:00,314.16,19,57,1,3,0,83.68
2021/3/14 17:00,314.17,19,59,1,2,0,83.68
2021/3/14 18:00,314.18,17,66,1,2,0,83.68
2021/3/14 19:00,314.19,16,71,1,3,0,83.68
2021/3/14 20:00,314.2,15,75,1,2,0,83.68
2021/3/14 21:00,314.21,14,80,1,2,0,83.68
2021/3/14 22:00,314.22,12,89,1,1,0,83.68
2021/3/14 23:00,314.23,12,74,1,2,0,83.68
2021/3/15 0:00,315,11,95,7,2,0,83.68
2021/3/15 1:00,315.01,11,97,7,2,0,83.68
2021/3/15 2:00,315.02,11,97,7,2,0,83.65
2021/3/15 3:00,315.03,10,98,7,2,0,83.62
2021/3/15 4:00,315.04,10,99,7,2,0,83.6
2021/3/15 5:00,315.05,10,99,7,2,0,83.57
2021/3/15 6:00,315.06,10,99,7,3,0,83.57
2021/3/15 7:00,315.07,10,99,7,2,0,83.56
2021/3/15 8:00,315.08,12,95,7,1,0,83.55
2021/3/15 9:00,315.09,15,83,7,2,0,83.55
2021/3/15 10:00,315.1,20,66,7,2,0,83.55
2021/3/15 11:00,315.11,23,57,7,1,0,83.55
2021/3/15 12:00,315.12,25,53,7,3,0,83.54
2021/3/15 13:00,315.13,27,48,7,4,0,83.54
2021/3/15 14:00,315.14,28,45,7,3,0,83.63
2021/3/15 15:00,315.15,28,44,7,3,0,83.66
2021/3/15 16:00,315.16,27,48,7,3,0,83.67
2021/3/15 17:00,315.17,27,48,7,3,0,83.67
2021/3/15 18:00,315.18,26,52,7,2,0,83.67
2021/3/15 19:00,315.19,24,59,7,1,0,83.67
2021/3/15 20:00,315.2,22,70,7,3,0,83.67
2021/3/15 21:00,315.21,20,80,7,3,0,83.67
2021/3/15 22:00,315.22,18,98,7,2,0,83.67
2021/3/15 23:00,315.23,12,93,7,2,0,83.67
2021/3/16 0:00,316,17,100,1,1,0,83.67
2021/3/16 1:00,316.01,17,100,1,1,0,83.66
2021/3/16 2:00,316.02,17,100,1,1,0,83.62
2021/3/16 3:00,316.03,17,100,1,1,0,83.59
2021/3/16 4:00,316.04,17,100,1,1,1.5,83.57
2021/3/16 5:00,316.05,17,100,1,2,0,83.56
2021/3/16 6:00,316.06,17,100,1,3,0,83.55
2021/3/16 7:00,316.07,16,100,1,4,0,83.54
2021/3/16 8:00,316.08,15,100,1,3,0,83.54
2021/3/16 9:00,316.09,15,100,1,4,0,83.54
2021/3/16 10:00,316.1,15,100,1,4,0,83.54
2021/3/16 11:00,316.11,15,99,1,3,0,83.53
2021/3/16 12:00,316.12,14,100,1,3,0,83.53
2021/3/16 13:00,316.13,13,100,1,3,0,83.63
2021/3/16 14:00,316.14,13,100,1,3,0,83.65
2021/3/16 15:00,316.15,13,100,1,3,0,83.65
2021/3/16 16:00,316.16,12,100,1,3,0,83.66
2021/3/16 17:00,316.17,12,100,1,3,0,83.66
2021/3/16 18:00,316.18,12,100,1,2,0,83.66
2021/3/16 19:00,316.19,12,100,1,2,0,83.66
2021/3/16 20:00,316.2,12,100,1,3,0,83.66
2021/3/16 21:00,316.21,12,100,1,3,0,83.67
2021/3/16 22:00,316.22,11,100,1,3,0,83.67
2021/3/16 23:00,316.23,17,100,1,2,0,83.66
2021/3/17 0:00,317,11,100,6,2,0,83.66
2021/3/17 1:00,317.01,11,100,6,2,0,83.65
2021/3/17 2:00,317.02,10,100,6,2,0,83.61
2021/3/17 3:00,317.03,10,100,6,2,0,83.58
2021/3/17 4:00,317.04,9,100,6,2,0,83.56
2021/3/17 5:00,317.05,9,100,6,2,0,83.55
2021/3/17 6:00,317.06,8,100,6,3,0,83.54
2021/3/17 7:00,317.07,8,100,6,2,0,83.53
2021/3/17 8:00,317.08,7,100,6,2,0,83.52
2021/3/17 9:00,317.09,7,100,6,2,0,83.52
2021/3/17 10:00,317.1,8,100,6,2,0,83.52
2021/3/17 11:00,317.11,8,100,6,2,0,83.52
2021/3/17 12:00,317.12,8,100,6,2,0,83.52
2021/3/17 13:00,317.13,9,100,6,2,0,83.51
2021/3/17 14:00,317.14,9,100,6,3,0,83.58
2021/3/17 15:00,317.15,9,100,6,2,0,83.65
2021/3/17 16:00,317.16,9,100,6,2,0,83.65
2021/3/17 17:00,317.17,9,100,6,2,0,83.65
2021/3/17 18:00,317.18,8,100,6,2,0,83.65
2021/3/17 19:00,317.19,8,95,6,2,0,83.65
2021/3/17 20:00,317.2,8,95,6,2,0,83.65
2021/3/17 21:00,317.21,9,97,6,2,0,83.65
2021/3/17 22:00,317.22,8,98,6,1,0,83.65
2021/3/17 23:00,317.23,11,100,6,2,0,83.65
